SCENARIO_ID,PNODE_NAME,PERIOD_ID,LMP
1,.I.VICTORIA345 1,2020-07-01T01:00:00,32.25
1,.Z.NORTH,2020-07-01T01:00:00,26.46
1,.Z.SOUTH,2020-07-01T01:00:00,28.43
1,AR.BRIGHTON345 UBGH2P,2020-07-01T01:00:00,33.77
1,AR.BRIGHTON345 UBGHP,2020-07-01T01:00:00,28.81
1,AR.SUNDANCE345 FAIRC,2020-07-01T01:00:00,31.08
1,DR.NORTH,2020-07-01T01:00:00,32.5
1,DR.SOUTH_EAST,2020-07-01T01:00:00,32.97
1,LD.KENT    230 KNT2,2020-07-01T01:00:00,27.64
1,LD.KENT    345 KNT1,2020-07-01T01:00:00,35.35
1,LD.MIDWAY  345,2020-07-01T01:00:00,28.06
1,LD.MIDWAY  345 MID1,2020-07-01T01:00:00,30.15
1,LD.MIDWAY  345 MID2,2020-07-01T01:00:00,28.76
1,LD.PARKCITY345 LPRK,2020-07-01T01:00:00,32.94
1,LD.SOLITUDE230 LSOL,2020-07-01T01:00:00,32.68
1,LD.SUNDANCE345 LSUN,2020-07-01T01:00:00,25.63
1,LD.VICTORIA345 LVIC,2020-07-01T01:00:00,26.41
1,UN.ALTA    345 PRIV,2020-07-01T01:00:00,27.63
1,UN.ALTA    345 UALT,2020-07-01T01:00:00,35.37
1,UN.ALTA    345 UALT2,2020-07-01T01:00:00,34.47
1,UN.ALTA    345 UALT3,2020-07-01T01:00:00,28.55
1,UN.ALTA    345 UALTA,2020-07-01T01:00:00,34.32
1,UN.ALTA    345 UALTB,2020-07-01T01:00:00,30.83
1,UN.BRIGHTON345 UBGH,2020-07-01T01:00:00,27.08
1,UN.BRIGHTON345 UBGH2,2020-07-01T01:00:00,28.57
1,UN.KENT    345 UKEN,2020-07-01T01:00:00,29.71
1,UN.PARKCITY345 UPRK,2020-07-01T01:00:00,29.3
1,UN.SOLITUDE345 USOL,2020-07-01T01:00:00,26.95
1,UN.SUNDANCE345 USUN,2020-07-01T01:00:00,26.03
1,UN.VICTORIA345 UVIC,2020-07-01T01:00:00,35.22
1,.I.KENT    345 2,2020-07-01T02:00:00,31.78
1,.I.PARKCITY345 1,2020-07-01T02:00:00,33.05
1,.I.VICTORIA345 1,2020-07-01T02:00:00,27.04
1,.Z.NORTH,2020-07-01T02:00:00,35.03
1,.Z.SOUTH,2020-07-01T02:00:00,29.36
1,AR.BRIGHTON345 UBGH2P,2020-07-01T02:00:00,25.97
1,AR.BRIGHTON345 UBGHP,2020-07-01T02:00:00,29.72
1,AR.SUNDANCE345 FAIRC,2020-07-01T02:00:00,28.8
1,DR.NORTH,2020-07-01T02:00:00,31.43
1,DR.SOUTH_EAST,2020-07-01T02:00:00,25.86
1,LD.KENT    230 KNT2,2020-07-01T02:00:00,31.1
1,LD.KENT    345 KNT1,2020-07-01T02:00:00,35.36
1,LD.MIDWAY  345,2020-07-01T02:00:00,29.5
1,LD.MIDWAY  345 MID1,2020-07-01T02:00:00,32.03
1,LD.MIDWAY  345 MID2,2020-07-01T02:00:00,29.59
1,LD.PARKCITY345 LPRK,2020-07-01T02:00:00,35.4
1,LD.SOLITUDE230 LSOL,2020-07-01T02:00:00,31.4
1,LD.SUNDANCE345 LSUN,2020-07-01T02:00:00,32.65
1,LD.VICTORIA345 LVIC,2020-07-01T02:00:00,29.96
1,UN.ALTA    345 PRIV,2020-07-01T02:00:00,34.48
1,UN.ALTA    345 UALT,2020-07-01T02:00:00,32.75
1,UN.ALTA    345 UALT2,2020-07-01T02:00:00,31.93
1,UN.ALTA    345 UALT3,2020-07-01T02:00:00,26.34
1,UN.ALTA    345 UALTA,2020-07-01T02:00:00,33.9
1,UN.ALTA    345 UALTB,2020-07-01T02:00:00,31.9
1,UN.BRIGHTON345 UBGH,2020-07-01T02:00:00,31.23
1,UN.BRIGHTON345 UBGH2,2020-07-01T02:00:00,27.12
1,UN.KENT    345 UKEN,2020-07-01T02:00:00,34.39
1,UN.PARKCITY345 UPRK,2020-07-01T02:00:00,31.87
1,UN.SOLITUDE345 USOL,2020-07-01T02:00:00,32.34
1,UN.SUNDANCE345 USUN,2020-07-01T02:00:00,34.63
1,UN.VICTORIA345 UVIC,2020-07-01T02:00:00,28.82
1,.I.KENT    345 2,2020-07-01T03:00:00,26.61
1,.I.PARKCITY345 1,2020-07-01T03:00:00,32.38
1,.I.VICTORIA345 1,2020-07-01T03:00:00,34.35
1,.Z.NORTH,2020-07-01T03:00:00,32.52
1,.Z.SOUTH,2020-07-01T03:00:00,27.76
1,AR.BRIGHTON345 UBGH2P,2020-07-01T03:00:00,32.18
1,AR.BRIGHTON345 UBGHP,2020-07-01T03:00:00,32.13
1,AR.SUNDANCE345 FAIRC,2020-07-01T03:00:00,34.45
1,DR.NORTH,2020-07-01T03:00:00,27.68
1,DR.SOUTH_EAST,2020-07-01T03:00:00,31.58
1,LD.KENT    230 KNT2,2020-07-01T03:00:00,31.83
1,LD.KENT    345 KNT1,2020-07-01T03:00:00,27.97
1,LD.MIDWAY  345,2020-07-01T03:00:00,28.47
1,LD.MIDWAY  345 MID1,2020-07-01T03:00:00,31.21
1,LD.MIDWAY  345 MID2,2020-07-01T03:00:00,35.31
1,LD.PARKCITY345 LPRK,2020-07-01T03:00:00,31.64
1,LD.SOLITUDE230 LSOL,2020-07-01T03:00:00,32.3
1,LD.SUNDANCE345 LSUN,2020-07-01T03:00:00,27.54
1,LD.VICTORIA345 LVIC,2020-07-01T03:00:00,28.75
1,UN.ALTA    345 PRIV,2020-07-01T03:00:00,33.59
1,UN.ALTA    345 UALT,2020-07-01T03:00:00,26.85
1,UN.ALTA    345 UALT2,2020-07-01T03:00:00,31.24
1,UN.ALTA    345 UALT3,2020-07-01T03:00:00,26.48
1,UN.ALTA    345 UALTA,2020-07-01T03:00:00,30.49
1,UN.ALTA    345 UALTB,2020-07-01T03:00:00,33.51
1,UN.BRIGHTON345 UBGH,2020-07-01T03:00:00,27.95
1,UN.BRIGHTON345 UBGH2,2020-07-01T03:00:00,34.21
1,UN.KENT    345 UKEN,2020-07-01T03:00:00,28.02
1,UN.PARKCITY345 UPRK,2020-07-01T03:00:00,30.09
1,UN.SOLITUDE345 USOL,2020-07-01T03:00:00,27.52
1,UN.SUNDANCE345 USUN,2020-07-01T03:00:00,31.0
1,UN.VICTORIA345 UVIC,2020-07-01T03:00:00,27.59
1,.I.KENT    345 2,2020-07-01T04:00:00,26.12
1,.I.PARKCITY345 1,2020-07-01T04:00:00,30.89
1,.I.VICTORIA345 1,2020-07-01T04:00:00,33.38
1,.Z.NORTH,2020-07-01T04:00:00,31.11
1,.Z.SOUTH,2020-07-01T04:00:00,28.9
1,AR.BRIGHTON345 UBGH2P,2020-07-01T04:00:00,30.01
1,AR.BRIGHTON345 UBGHP,2020-07-01T04:00:00,26.32
1,AR.SUNDANCE345 FAIRC,2020-07-01T04:00:00,31.98
1,DR.NORTH,2020-07-01T04:00:00,32.3
1,DR.SOUTH_EAST,2020-07-01T04:00:00,30.75
1,LD.KENT    230 KNT2,2020-07-01T04:00:00,26.85
1,LD.KENT    345 KNT1,2020-07-01T04:00:00,31.89
1,LD.MIDWAY  345,2020-07-01T04:00:00,34.62
1,LD.MIDWAY  345 MID1,2020-07-01T04:00:00,32.22
1,LD.MIDWAY  345 MID2,2020-07-01T04:00:00,31.38
1,LD.PARKCITY345 LPRK,2020-07-01T04:00:00,32.01
1,LD.SOLITUDE230 LSOL,2020-07-01T04:00:00,31.62
1,LD.SUNDANCE345 LSUN,2020-07-01T04:00:00,29.45
1,LD.VICTORIA345 LVIC,2020-07-01T04:00:00,33.54
1,UN.ALTA    345 PRIV,2020-07-01T04:00:00,31.83
1,UN.ALTA    345 UALT,2020-07-01T04:00:00,33.86
1,UN.ALTA    345 UALT2,2020-07-01T04:00:00,29.28
1,UN.ALTA    345 UALT3,2020-07-01T04:00:00,32.53
1,UN.ALTA    345 UALTA,2020-07-01T04:00:00,32.95
1,UN.ALTA    345 UALTB,2020-07-01T04:00:00,33.35
1,UN.BRIGHTON345 UBGH,2020-07-01T04:00:00,28.92
1,UN.BRIGHTON345 UBGH2,2020-07-01T04:00:00,28.81
1,UN.KENT    345 UKEN,2020-07-01T04:00:00,28.13
1,UN.PARKCITY345 UPRK,2020-07-01T04:00:00,29.14
1,UN.SOLITUDE345 USOL,2020-07-01T04:00:00,30.05
1,UN.SUNDANCE345 USUN,2020-07-01T04:00:00,26.95
1,UN.VICTORIA345 UVIC,2020-07-01T04:00:00,27.06
1,.I.KENT    345 2,2020-07-01T05:00:00,27.28
1,.I.PARKCITY345 1,2020-07-01T05:00:00,32.62
1,.I.VICTORIA345 1,2020-07-01T05:00:00,27.58
1,.Z.NORTH,2020-07-01T05:00:00,30.89
1,.Z.SOUTH,2020-07-01T05:00:00,29.96
1,AR.BRIGHTON345 UBGH2P,2020-07-01T05:00:00,26.28
1,AR.BRIGHTON345 UBGHP,2020-07-01T05:00:00,28.08
1,AR.SUNDANCE345 FAIRC,2020-07-01T05:00:00,31.01
1,DR.NORTH,2020-07-01T05:00:00,28.6
1,DR.SOUTH_EAST,2020-07-01T05:00:00,34.75
1,LD.KENT    230 KNT2,2020-07-01T05:00:00,31.13
1,LD.KENT    345 KNT1,2020-07-01T05:00:00,30.77
1,LD.MIDWAY  345,2020-07-01T05:00:00,34.0
1,LD.MIDWAY  345 MID1,2020-07-01T05:00:00,35.02
1,LD.MIDWAY  345 MID2,2020-07-01T05:00:00,33.9
1,LD.PARKCITY345 LPRK,2020-07-01T05:00:00,27.83
1,LD.SOLITUDE230 LSOL,2020-07-01T05:00:00,28.04
1,LD.SUNDANCE345 LSUN,2020-07-01T05:00:00,26.84
1,LD.VICTORIA345 LVIC,2020-07-01T05:00:00,30.48
1,UN.ALTA    345 PRIV,2020-07-01T05:00:00,29.88
1,UN.ALTA    345 UALT,2020-07-01T05:00:00,30.91
1,UN.ALTA    345 UALT2,2020-07-01T05:00:00,26.98
1,UN.ALTA    345 UALT3,2020-07-01T05:00:00,28.88
1,UN.ALTA    345 UALTA,2020-07-01T05:00:00,34.91
1,UN.ALTA    345 UALTB,2020-07-01T05:00:00,34.74
1,UN.BRIGHTON345 UBGH,2020-07-01T05:00:00,32.93
1,UN.BRIGHTON345 UBGH2,2020-07-01T05:00:00,29.86
1,UN.KENT    345 UKEN,2020-07-01T05:00:00,28.27
1,UN.PARKCITY345 UPRK,2020-07-01T05:00:00,29.55
1,UN.SOLITUDE345 USOL,2020-07-01T05:00:00,29.33
1,UN.SUNDANCE345 USUN,2020-07-01T05:00:00,27.95
1,UN.VICTORIA345 UVIC,2020-07-01T05:00:00,33.63
1,.I.KENT    345 2,2020-07-01T06:00:00,26.32
1,.I.PARKCITY345 1,2020-07-01T06:00:00,34.43
1,.I.VICTORIA345 1,2020-07-01T06:00:00,32.15
1,.Z.NORTH,2020-07-01T06:00:00,25.55
1,.Z.SOUTH,2020-07-01T06:00:00,34.7
1,AR.BRIGHTON345 UBGH2P,2020-07-01T06:00:00,33.2
1,AR.BRIGHTON345 UBGHP,2020-07-01T06:00:00,32.52
1,AR.SUNDANCE345 FAIRC,2020-07-01T06:00:00,28.54
1,DR.NORTH,2020-07-01T06:00:00,33.28
1,DR.SOUTH_EAST,2020-07-01T06:00:00,29.51
1,LD.KENT    230 KNT2,2020-07-01T06:00:00,28.72
1,LD.KENT    345 KNT1,2020-07-01T06:00:00,29.47
1,LD.MIDWAY  345,2020-07-01T06:00:00,35.25
1,LD.MIDWAY  345 MID1,2020-07-01T06:00:00,26.34
1,LD.MIDWAY  345 MID2,2020-07-01T06:00:00,32.5
1,LD.PARKCITY345 LPRK,2020-07-01T06:00:00,33.87
1,LD.SOLITUDE230 LSOL,2020-07-01T06:00:00,34.35
1,LD.SUNDANCE345 LSUN,2020-07-01T06:00:00,33.22
1,LD.VICTORIA345 LVIC,2020-07-01T06:00:00,31.36
1,UN.ALTA    345 PRIV,2020-07-01T06:00:00,32.66
1,UN.ALTA    345 UALT,2020-07-01T06:00:00,25.83
1,UN.ALTA    345 UALT2,2020-07-01T06:00:00,35.37
1,UN.ALTA    345 UALT3,2020-07-01T06:00:00,33.55
1,UN.ALTA    345 UALTA,2020-07-01T06:00:00,34.27
1,UN.ALTA    345 UALTB,2020-07-01T06:00:00,30.75
1,UN.BRIGHTON345 UBGH,2020-07-01T06:00:00,29.76
1,UN.BRIGHTON345 UBGH2,2020-07-01T06:00:00,29.21
1,UN.KENT    345 UKEN,2020-07-01T06:00:00,33.23
1,UN.PARKCITY345 UPRK,2020-07-01T06:00:00,30.9
1,UN.SOLITUDE345 USOL,2020-07-01T06:00:00,32.37
1,UN.SUNDANCE345 USUN,2020-07-01T06:00:00,31.34
1,UN.VICTORIA345 UVIC,2020-07-01T06:00:00,33.22
1,.I.KENT    345 2,2020-07-01T07:00:00,34.29
1,.I.PARKCITY345 1,2020-07-01T07:00:00,32.72
1,.I.VICTORIA345 1,2020-07-01T07:00:00,31.11
1,.Z.NORTH,2020-07-01T07:00:00,27.29
1,.Z.SOUTH,2020-07-01T07:00:00,35.22
1,AR.BRIGHTON345 UBGH2P,2020-07-01T07:00:00,29.18
1,AR.BRIGHTON345 UBGHP,2020-07-01T07:00:00,26.22
1,AR.SUNDANCE345 FAIRC,2020-07-01T07:00:00,31.35
1,DR.NORTH,2020-07-01T07:00:00,31.88
1,DR.SOUTH_EAST,2020-07-01T07:00:00,30.23
1,LD.KENT    230 KNT2,2020-07-01T07:00:00,33.07
1,LD.KENT    345 KNT1,2020-07-01T07:00:00,34.52
1,LD.MIDWAY  345,2020-07-01T07:00:00,35.22
1,LD.MIDWAY  345 MID1,2020-07-01T07:00:00,28.38
1,LD.MIDWAY  345 MID2,2020-07-01T07:00:00,26.29
1,LD.PARKCITY345 LPRK,2020-07-01T07:00:00,31.82
1,LD.SOLITUDE230 LSOL,2020-07-01T07:00:00,32.44
1,LD.SUNDANCE345 LSUN,2020-07-01T07:00:00,28.49
1,LD.VICTORIA345 LVIC,2020-07-01T07:00:00,34.99
1,UN.ALTA    345 PRIV,2020-07-01T07:00:00,27.42
1,UN.ALTA    345 UALT,2020-07-01T07:00:00,34.37
1,UN.ALTA    345 UALT2,2020-07-01T07:00:00,29.43
1,UN.ALTA    345 UALT3,2020-07-01T07:00:00,26.6
1,UN.ALTA    345 UALTA,2020-07-01T07:00:00,32.91
1,UN.ALTA    345 UALTB,2020-07-01T07:00:00,33.53
1,UN.BRIGHTON345 UBGH,2020-07-01T07:00:00,27.3
1,UN.BRIGHTON345 UBGH2,2020-07-01T07:00:00,28.93
1,UN.KENT    345 UKEN,2020-07-01T07:00:00,33.1
1,UN.PARKCITY345 UPRK,2020-07-01T07:00:00,30.1
1,UN.SOLITUDE345 USOL,2020-07-01T07:00:00,35.19
1,UN.SUNDANCE345 USUN,2020-07-01T07:00:00,30.75
1,UN.VICTORIA345 UVIC,2020-07-01T07:00:00,27.39
1,.I.KENT    345 2,2020-07-01T08:00:00,28.74
1,.I.PARKCITY345 1,2020-07-01T08:00:00,31.12
1,.I.VICTORIA345 1,2020-07-01T08:00:00,30.15
1,.Z.NORTH,2020-07-01T08:00:00,25.57
1,.Z.SOUTH,2020-07-01T08:00:00,34.82
1,AR.BRIGHTON345 UBGH2P,2020-07-01T08:00:00,25.7
1,AR.BRIGHTON345 UBGHP,2020-07-01T08:00:00,30.36
1,AR.SUNDANCE345 FAIRC,2020-07-01T08:00:00,33.01
1,DR.NORTH,2020-07-01T08:00:00,31.81
1,DR.SOUTH_EAST,2020-07-01T08:00:00,34.59
1,LD.KENT    230 KNT2,2020-07-01T08:00:00,27.06
1,LD.KENT    345 KNT1,2020-07-01T08:00:00,28.94
1,LD.MIDWAY  345,2020-07-01T08:00:00,29.36
1,LD.MIDWAY  345 MID1,2020-07-01T08:00:00,34.05
1,LD.MIDWAY  345 MID2,2020-07-01T08:00:00,32.85
1,LD.PARKCITY345 LPRK,2020-07-01T08:00:00,25.82
1,LD.SOLITUDE230 LSOL,2020-07-01T08:00:00,29.0
1,LD.SUNDANCE345 LSUN,2020-07-01T08:00:00,33.28
1,LD.VICTORIA345 LVIC,2020-07-01T08:00:00,31.25
1,UN.ALTA    345 PRIV,2020-07-01T08:00:00,30.28
1,UN.ALTA    345 UALT,2020-07-01T08:00:00,31.66
1,UN.ALTA    345 UALT2,2020-07-01T08:00:00,32.69
1,UN.ALTA    345 UALT3,2020-07-01T08:00:00,33.64
1,UN.ALTA    345 UALTA,2020-07-01T08:00:00,30.31
1,UN.ALTA    345 UALTB,2020-07-01T08:00:00,30.49
1,UN.BRIGHTON345 UBGH,2020-07-01T08:00:00,33.98
1,UN.BRIGHTON345 UBGH2,2020-07-01T08:00:00,26.35
1,UN.KENT    345 UKEN,2020-07-01T08:00:00,33.47
1,UN.PARKCITY345 UPRK,2020-07-01T08:00:00,28.97
1,UN.SOLITUDE345 USOL,2020-07-01T08:00:00,32.47
1,UN.SUNDANCE345 USUN,2020-07-01T08:00:00,31.03
1,UN.VICTORIA345 UVIC,2020-07-01T08:00:00,34.87
1,.I.KENT    345 2,2020-07-01T09:00:00,27.02
1,.I.PARKCITY345 1,2020-07-01T09:00:00,34.82
1,.I.VICTORIA345 1,2020-07-01T09:00:00,34.59
1,.Z.NORTH,2020-07-01T09:00:00,25.72
1,.Z.SOUTH,2020-07-01T09:00:00,27.5
1,AR.BRIGHTON345 UBGH2P,2020-07-01T09:00:00,32.44
1,AR.BRIGHTON345 UBGHP,2020-07-01T09:00:00,32.45
1,AR.SUNDANCE345 FAIRC,2020-07-01T09:00:00,34.4
1,DR.NORTH,2020-07-01T09:00:00,33.87
1,DR.SOUTH_EAST,2020-07-01T09:00:00,32.03
1,LD.KENT    230 KNT2,2020-07-01T09:00:00,35.46
1,LD.KENT    345 KNT1,2020-07-01T09:00:00,26.36
1,LD.MIDWAY  345,2020-07-01T09:00:00,34.04
1,LD.MIDWAY  345 MID1,2020-07-01T09:00:00,32.94
1,LD.MIDWAY  345 MID2,2020-07-01T09:00:00,28.6
1,LD.PARKCITY345 LPRK,2020-07-01T09:00:00,26.67
1,LD.SOLITUDE230 LSOL,2020-07-01T09:00:00,27.55
1,LD.SUNDANCE345 LSUN,2020-07-01T09:00:00,28.75
1,LD.VICTORIA345 LVIC,2020-07-01T09:00:00,27.99
1,UN.ALTA    345 PRIV,2020-07-01T09:00:00,30.45
1,UN.ALTA    345 UALT,2020-07-01T09:00:00,34.84
1,UN.ALTA    345 UALT2,2020-07-01T09:00:00,34.59
1,UN.ALTA    345 UALT3,2020-07-01T09:00:00,34.08
1,UN.ALTA    345 UALTA,2020-07-01T09:00:00,30.86
1,UN.ALTA    345 UALTB,2020-07-01T09:00:00,31.84
1,UN.BRIGHTON345 UBGH,2020-07-01T09:00:00,26.47
1,UN.BRIGHTON345 UBGH2,2020-07-01T09:00:00,31.85
1,UN.KENT    345 UKEN,2020-07-01T09:00:00,27.02
1,UN.PARKCITY345 UPRK,2020-07-01T09:00:00,32.64
1,UN.SOLITUDE345 USOL,2020-07-01T09:00:00,33.28
1,UN.SUNDANCE345 USUN,2020-07-01T09:00:00,34.91
1,UN.VICTORIA345 UVIC,2020-07-01T09:00:00,33.88
1,.I.KENT    345 2,2020-07-01T10:00:00,32.96
1,.I.PARKCITY345 1,2020-07-01T10:00:00,34.94
1,.I.VICTORIA345 1,2020-07-01T10:00:00,27.1
1,.Z.NORTH,2020-07-01T10:00:00,27.91
1,.Z.SOUTH,2020-07-01T10:00:00,34.91
1,AR.BRIGHTON345 UBGH2P,2020-07-01T10:00:00,30.61
1,AR.BRIGHTON345 UBGHP,2020-07-01T10:00:00,29.3
1,AR.SUNDANCE345 FAIRC,2020-07-01T10:00:00,29.88
1,DR.NORTH,2020-07-01T10:00:00,27.66
1,DR.SOUTH_EAST,2020-07-01T10:00:00,25.54
1,LD.KENT    230 KNT2,2020-07-01T10:00:00,28.44
1,LD.KENT    345 KNT1,2020-07-01T10:00:00,33.6
1,LD.MIDWAY  345,2020-07-01T10:00:00,32.11
1,LD.MIDWAY  345 MID1,2020-07-01T10:00:00,34.17
1,LD.MIDWAY  345 MID2,2020-07-01T10:00:00,32.02
1,LD.PARKCITY345 LPRK,2020-07-01T10:00:00,35.13
1,LD.SOLITUDE230 LSOL,2020-07-01T10:00:00,31.36
1,LD.SUNDANCE345 LSUN,2020-07-01T10:00:00,35.34
1,LD.VICTORIA345 LVIC,2020-07-01T10:00:00,28.45
1,UN.ALTA    345 PRIV,2020-07-01T10:00:00,34.83
1,UN.ALTA    345 UALT,2020-07-01T10:00:00,27.14
1,UN.ALTA    345 UALT2,2020-07-01T10:00:00,27.5
1,UN.ALTA    345 UALT3,2020-07-01T10:00:00,26.33
1,UN.ALTA    345 UALTA,2020-07-01T10:00:00,31.06
1,UN.ALTA    345 UALTB,2020-07-01T10:00:00,25.88
1,UN.BRIGHTON345 UBGH,2020-07-01T10:00:00,28.72
1,UN.BRIGHTON345 UBGH2,2020-07-01T10:00:00,29.79
1,UN.KENT    345 UKEN,2020-07-01T10:00:00,29.76
1,UN.PARKCITY345 UPRK,2020-07-01T10:00:00,25.7
1,UN.SOLITUDE345 USOL,2020-07-01T10:00:00,31.84
1,UN.SUNDANCE345 USUN,2020-07-01T10:00:00,32.95
1,UN.VICTORIA345 UVIC,2020-07-01T10:00:00,27.3
1,.I.KENT    345 2,2020-07-01T11:00:00,34.09
1,.I.PARKCITY345 1,2020-07-01T11:00:00,34.32
1,.I.VICTORIA345 1,2020-07-01T11:00:00,28.04
1,.Z.NORTH,2020-07-01T11:00:00,33.61
1,.Z.SOUTH,2020-07-01T11:00:00,29.57
1,AR.BRIGHTON345 UBGH2P,2020-07-01T11:00:00,28.16
1,AR.BRIGHTON345 UBGHP,2020-07-01T11:00:00,27.55
1,AR.SUNDANCE345 FAIRC,2020-07-01T11:00:00,29.26
1,DR.NORTH,2020-07-01T11:00:00,26.64
1,DR.SOUTH_EAST,2020-07-01T11:00:00,32.88
1,LD.KENT    230 KNT2,2020-07-01T11:00:00,30.4
1,LD.KENT    345 KNT1,2020-07-01T11:00:00,27.5
1,LD.MIDWAY  345,2020-07-01T11:00:00,27.9
1,LD.MIDWAY  345 MID1,2020-07-01T11:00:00,31.19
1,LD.MIDWAY  345 MID2,2020-07-01T11:00:00,33.46
1,LD.PARKCITY345 LPRK,2020-07-01T11:00:00,31.6
1,LD.SOLITUDE230 LSOL,2020-07-01T11:00:00,30.12
1,LD.SUNDANCE345 LSUN,2020-07-01T11:00:00,29.92
1,LD.VICTORIA345 LVIC,2020-07-01T11:00:00,27.42
1,UN.ALTA    345 PRIV,2020-07-01T11:00:00,34.88
1,UN.ALTA    345 UALT,2020-07-01T11:00:00,30.58
1,UN.ALTA    345 UALT2,2020-07-01T11:00:00,27.18
1,UN.ALTA    345 UALT3,2020-07-01T11:00:00,33.92
1,UN.ALTA    345 UALTA,2020-07-01T11:00:00,26.92
1,UN.ALTA    345 UALTB,2020-07-01T11:00:00,31.72
1,UN.BRIGHTON345 UBGH,2020-07-01T11:00:00,29.02
1,UN.BRIGHTON345 UBGH2,2020-07-01T11:00:00,33.94
1,UN.KENT    345 UKEN,2020-07-01T11:00:00,30.86
1,UN.PARKCITY345 UPRK,2020-07-01T11:00:00,34.63
1,UN.SOLITUDE345 USOL,2020-07-01T11:00:00,28.19
1,UN.SUNDANCE345 USUN,2020-07-01T11:00:00,33.15
1,UN.VICTORIA345 UVIC,2020-07-01T11:00:00,30.19
1,.I.KENT    345 2,2020-07-01T12:00:00,33.86
1,.I.PARKCITY345 1,2020-07-01T12:00:00,28.38
1,.I.VICTORIA345 1,2020-07-01T12:00:00,30.84
1,.Z.NORTH,2020-07-01T12:00:00,27.64
1,.Z.SOUTH,2020-07-01T12:00:00,34.66
1,AR.BRIGHTON345 UBGH2P,2020-07-01T12:00:00,25.87
1,AR.BRIGHTON345 UBGHP,2020-07-01T12:00:00,25.75
1,AR.SUNDANCE345 FAIRC,2020-07-01T12:00:00,31.47
1,DR.NORTH,2020-07-01T12:00:00,34.64
1,DR.SOUTH_EAST,2020-07-01T12:00:00,27.97
1,LD.KENT    230 KNT2,2020-07-01T12:00:00,29.46
1,LD.KENT    345 KNT1,2020-07-01T12:00:00,25.96
1,LD.MIDWAY  345,2020-07-01T12:00:00,34.54
1,LD.MIDWAY  345 MID1,2020-07-01T12:00:00,25.8
1,LD.MIDWAY  345 MID2,2020-07-01T12:00:00,29.12
1,LD.PARKCITY345 LPRK,2020-07-01T12:00:00,33.39
1,LD.SOLITUDE230 LSOL,2020-07-01T12:00:00,26.73
1,LD.SUNDANCE345 LSUN,2020-07-01T12:00:00,33.04
1,LD.VICTORIA345 LVIC,2020-07-01T12:00:00,31.36
1,UN.ALTA    345 PRIV,2020-07-01T12:00:00,32.4
1,UN.ALTA    345 UALT,2020-07-01T12:00:00,26.16
1,UN.ALTA    345 UALT2,2020-07-01T12:00:00,32.22
1,UN.ALTA    345 UALT3,2020-07-01T12:00:00,32.14
1,UN.ALTA    345 UALTA,2020-07-01T12:00:00,25.82
1,UN.ALTA    345 UALTB,2020-07-01T12:00:00,35.42
1,UN.BRIGHTON345 UBGH,2020-07-01T12:00:00,30.64
1,UN.BRIGHTON345 UBGH2,2020-07-01T12:00:00,29.08
1,UN.KENT    345 UKEN,2020-07-01T12:00:00,34.62
1,UN.PARKCITY345 UPRK,2020-07-01T12:00:00,31.98
